timestep,plant,availability
t0137,SE3_wind,0.4176
t0138,SE3_wind,0.4254
t0139,SE3_wind,0.4254
t0140,SE3_wind,0.4187
t0141,SE3_wind,0.4076
t0142,SE3_wind,0.4047
t0143,SE3_wind,0.4055
t0144,SE3_wind,0.4032
t0145,SE3_wind,0.3961
t0146,SE3_wind,0.3832
t0147,SE3_wind,0.3633
t0148,SE3_wind,0.3382
t0149,SE3_wind,0.315
t0150,SE3_wind,0.2908
t0151,SE3_wind,0.2744
t0152,SE3_wind,0.2664
t0153,SE3_wind,0.2547
t0154,SE3_wind,0.2403
t0155,SE3_wind,0.2199
t0156,SE3_wind,0.2055
t0157,SE3_wind,0.2039
t0158,SE3_wind,0.2101
t0159,SE3_wind,0.2308
t0160,SE3_wind,0.261
t0161,SE3_wind,0.299
t0162,SE3_wind,0.3401
t0163,SE3_wind,0.3733
t0164,SE3_wind,0.4065
t0165,SE3_wind,0.4508
t0166,SE3_wind,0.4846
t0167,SE3_wind,0.5123
t0168,SE3_wind,0.535
t0001,SE3_chp_district,0.8
t0002,SE3_chp_district,0.8
t0003,SE3_chp_district,0.8
t0004,SE3_chp_district,0.8
t0005,SE3_chp_district,0.8
t0006,SE3_chp_district,0.8
t0007,SE3_chp_district,0.8
t0008,SE3_chp_district,0.8
t0009,SE3_chp_district,0.8
t0010,SE3_chp_district,0.8
t0011,SE3_chp_district,0.8
t0012,SE3_chp_district,0.8
t0013,SE3_chp_district,0.8
t0014,SE3_chp_district,0.8
t0015,SE3_chp_district,0.8
t0016,SE3_chp_district,0.8
t0017,SE3_chp_district,0.8
t0018,SE3_chp_district,0.8
t0019,SE3_chp_district,0.8
t0020,SE3_chp_district,0.8
t0021,SE3_chp_district,0.8
t0022,SE3_chp_district,0.8
t0023,SE3_chp_district,0.8
t0024,SE3_chp_district,0.8
t0025,SE3_chp_district,0.8
t0026,SE3_chp_district,0.8
t0027,SE3_chp_district,0.8
t0028,SE3_chp_district,0.8
t0029,SE3_chp_district,0.8
t0030,SE3_chp_district,0.8
t0031,SE3_chp_district,0.8
t0032,SE3_chp_district,0.8
t0033,SE3_chp_district,0.8
t0034,SE3_chp_district,0.8
t0035,SE3_chp_district,0.8
t0036,SE3_chp_district,0.8
t0037,SE3_chp_district,0.8
t0038,SE3_chp_district,0.8
t0039,SE3_chp_district,0.8
t0040,SE3_chp_district,0.8
t0041,SE3_chp_district,0.8
t0042,SE3_chp_district,0.8
t0043,SE3_chp_district,0.8
t0044,SE3_chp_district,0.8
t0045,SE3_chp_district,0.8
t0046,SE3_chp_district,0.8
t0047,SE3_chp_district,0.8
t0048,SE3_chp_district,0.8
t0049,SE3_chp_district,0.8
t0050,SE3_chp_district,0.8
t0051,SE3_chp_district,0.8
t0052,SE3_chp_district,0.8
t0053,SE3_chp_district,0.8
t0054,SE3_chp_district,0.8
t0055,SE3_chp_district,0.8
t0056,SE3_chp_district,0.8
t0057,SE3_chp_district,0.8
t0058,SE3_chp_district,0.8
t0059,SE3_chp_district,0.8
t0060,SE3_chp_district,0.8
t0061,SE3_chp_district,0.8
t0062,SE3_chp_district,0.8
t0063,SE3_chp_district,0.8
t0064,SE3_chp_district,0.8
t0065,SE3_chp_district,0.8
t0066,SE3_chp_district,0.8
t0067,SE3_chp_district,0.8
t0068,SE3_chp_district,0.8
t0069,SE3_chp_district,0.8
t0070,SE3_chp_district,0.8
t0071,SE3_chp_district,0.8
t0072,SE3_chp_district,0.8
t0073,SE3_chp_district,0.8
t0074,SE3_chp_district,0.8
t0075,SE3_chp_district,0.8
t0076,SE3_chp_district,0.8
t0077,SE3_chp_district,0.8
t0078,SE3_chp_district,0.8
t0079,SE3_chp_district,0.8
t0080,SE3_chp_district,0.8
t0081,SE3_chp_district,0.8
t0082,SE3_chp_district,0.8
t0083,SE3_chp_district,0.8
t0084,SE3_chp_district,0.8
t0085,SE3_chp_district,0.8
t0086,SE3_chp_district,0.8
t0087,SE3_chp_district,0.8
t0088,SE3_chp_district,0.8
t0089,SE3_chp_district,0.8
t0090,SE3_chp_district,0.8
t0091,SE3_chp_district,0.8
t0092,SE3_chp_district,0.8
t0093,SE3_chp_district,0.8
t0094,SE3_chp_district,0.8
t0095,SE3_chp_district,0.8
t0096,SE3_chp_district,0.8
t0097,SE3_chp_district,0.8
t0098,SE3_chp_district,0.8
t0099,SE3_chp_district,0.8
t0100,SE3_chp_district,0.8
t0101,SE3_chp_district,0.8
t0102,SE3_chp_district,0.8
t0103,SE3_chp_district,0.8
t0104,SE3_chp_district,0.8
t0105,SE3_chp_district,0.8
t0106,SE3_chp_district,0.8
t0107,SE3_chp_district,0.8
t0108,SE3_chp_district,0.8
t0109,SE3_chp_district,0.8
t0110,SE3_chp_district,0.8
t0111,SE3_chp_district,0.8
t0112,SE3_chp_district,0.8
t0113,SE3_chp_district,0.8
t0114,SE3_chp_district,0.8
t0115,SE3_chp_district,0.8
t0116,SE3_chp_district,0.8
t0117,SE3_chp_district,0.8
t0118,SE3_chp_district,0.8
t0119,SE3_chp_district,0.8
t0120,SE3_chp_district,0.8
t0121,SE3_chp_district,0.8
t0122,SE3_chp_district,0.8
t0123,SE3_chp_district,0.8
t0124,SE3_chp_district,0.8
t0125,SE3_chp_district,0.8
t0126,SE3_chp_district,0.8
t0127,SE3_chp_district,0.8
t0128,SE3_chp_district,0.8
t0129,SE3_chp_district,0.8
t0130,SE3_chp_district,0.8
t0131,SE3_chp_district,0.8
t0132,SE3_chp_district,0.8
t0133,SE3_chp_district,0.8
t0134,SE3_chp_district,0.8
t0135,SE3_chp_district,0.8
t0136,SE3_chp_district,0.8
t0137,SE3_chp_district,0.8
t0138,SE3_chp_district,0.8
t0139,SE3_chp_district,0.8
t0140,SE3_chp_district,0.8
t0141,SE3_chp_district,0.8
t0142,SE3_chp_district,0.8
t0143,SE3_chp_district,0.8
t0144,SE3_chp_district,0.8
t0145,SE3_chp_district,0.8
t0146,SE3_chp_district,0.8
t0147,SE3_chp_district,0.8
t0148,SE3_chp_district,0.8
t0149,SE3_chp_district,0.8
t0150,SE3_chp_district,0.8
t0151,SE3_chp_district,0.8
t0152,SE3_chp_district,0.8
t0153,SE3_chp_district,0.8
t0154,SE3_chp_district,0.8
t0155,SE3_chp_district,0.8
t0156,SE3_chp_district,0.8
t0157,SE3_chp_district,0.8
t0158,SE3_chp_district,0.8
t0159,SE3_chp_district,0.8
t0160,SE3_chp_district,0.8
t0161,SE3_chp_district,0.8
t0162,SE3_chp_district,0.8
t0163,SE3_chp_district,0.8
t0164,SE3_chp_district,0.8
t0165,SE3_chp_district,0.8
t0166,SE3_chp_district,0.8
t0167,SE3_chp_district,0.8
t0168,SE3_chp_district,0.8
t0001,SE3_chp_industry,0.8
t0002,SE3_chp_industry,0.8
t0003,SE3_chp_industry,0.8
t0004,SE3_chp_industry,0.8
t0005,SE3_chp_industry,0.8
t0006,SE3_chp_industry,0.8
t0007,SE3_chp_industry,0.8
t0008,SE3_chp_industry,0.8
t0009,SE3_chp_industry,0.8
t0010,SE3_chp_industry,0.8
t0011,SE3_chp_industry,0.8
t0012,SE3_chp_industry,0.8
t0013,SE3_chp_industry,0.8
t0014,SE3_chp_industry,0.8
t0015,SE3_chp_industry,0.8
t0016,SE3_chp_industry,0.8
t0017,SE3_chp_industry,0.8
t0018,SE3_chp_industry,0.8
t0019,SE3_chp_industry,0.8
t0020,SE3_chp_industry,0.8
t0021,SE3_chp_industry,0.8
t0022,SE3_chp_industry,0.8
t0023,SE3_chp_industry,0.8
t0024,SE3_chp_industry,0.8
t0025,SE3_chp_industry,0.8
t0026,SE3_chp_industry,0.8
t0027,SE3_chp_industry,0.8
t0028,SE3_chp_industry,0.8
t0029,SE3_chp_industry,0.8
t0030,SE3_chp_industry,0.8
t0031,SE3_chp_industry,0.8
t0032,SE3_chp_industry,0.8
t0033,SE3_chp_industry,0.8
t0034,SE3_chp_industry,0.8
t0035,SE3_chp_industry,0.8
t0036,SE3_chp_industry,0.8
t0037,SE3_chp_industry,0.8
t0038,SE3_chp_industry,0.8
t0039,SE3_chp_industry,0.8
t0040,SE3_chp_industry,0.8
t0041,SE3_chp_industry,0.8
t0042,SE3_chp_industry,0.8
t0043,SE3_chp_industry,0.8
t0044,SE3_chp_industry,0.8
t0045,SE3_chp_industry,0.8
t0046,SE3_chp_industry,0.8
t0047,SE3_chp_industry,0.8
t0048,SE3_chp_industry,0.8
t0049,SE3_chp_industry,0.8
t0050,SE3_chp_industry,0.8
t0051,SE3_chp_industry,0.8
t0052,SE3_chp_industry,0.8
t0053,SE3_chp_industry,0.8
t0054,SE3_chp_industry,0.8
t0055,SE3_chp_industry,0.8
t0056,SE3_chp_industry,0.8
t0057,SE3_chp_industry,0.8
t0058,SE3_chp_industry,0.8
t0059,SE3_chp_industry,0.8
t0060,SE3_chp_industry,0.8
t0061,SE3_chp_industry,0.8
t0062,SE3_chp_industry,0.8
t0063,SE3_chp_industry,0.8
t0064,SE3_chp_industry,0.8
t0065,SE3_chp_industry,0.8
t0066,SE3_chp_industry,0.8
t0067,SE3_chp_industry,0.8
t0068,SE3_chp_industry,0.8
t0069,SE3_chp_industry,0.8
t0070,SE3_chp_industry,0.8
t0071,SE3_chp_industry,0.8
t0072,SE3_chp_industry,0.8
t0073,SE3_chp_industry,0.8
t0074,SE3_chp_industry,0.8
t0075,SE3_chp_industry,0.8
t0076,SE3_chp_industry,0.8
t0077,SE3_chp_industry,0.8
t0078,SE3_chp_industry,0.8
t0079,SE3_chp_industry,0.8
t0080,SE3_chp_industry,0.8
t0081,SE3_chp_industry,0.8
t0082,SE3_chp_industry,0.8
t0083,SE3_chp_industry,0.8
t0084,SE3_chp_industry,0.8
t0085,SE3_chp_industry,0.8
t0086,SE3_chp_industry,0.8
t0087,SE3_chp_industry,0.8
t0088,SE3_chp_industry,0.8
t0089,SE3_chp_industry,0.8
t0090,SE3_chp_industry,0.8
t0091,SE3_chp_industry,0.8
t0092,SE3_chp_industry,0.8
t0093,SE3_chp_industry,0.8
t0094,SE3_chp_industry,0.8
t0095,SE3_chp_industry,0.8
t0096,SE3_chp_industry,0.8
t0097,SE3_chp_industry,0.8
t0098,SE3_chp_industry,0.8
t0099,SE3_chp_industry,0.8
t0100,SE3_chp_industry,0.8
t0101,SE3_chp_industry,0.8
t0102,SE3_chp_industry,0.8
t0103,SE3_chp_industry,0.8
t0104,SE3_chp_industry,0.8
t0105,SE3_chp_industry,0.8
t0106,SE3_chp_industry,0.8
t0107,SE3_chp_industry,0.8
t0108,SE3_chp_industry,0.8
t0109,SE3_chp_industry,0.8
t0110,SE3_chp_industry,0.8
t0111,SE3_chp_industry,0.8
t0112,SE3_chp_industry,0.8
t0113,SE3_chp_industry,0.8
t0114,SE3_chp_industry,0.8
t0115,SE3_chp_industry,0.8
t0116,SE3_chp_industry,0.8
t0117,SE3_chp_industry,0.8
t0118,SE3_chp_industry,0.8
t0119,SE3_chp_industry,0.8
t0120,SE3_chp_industry,0.8
t0121,SE3_chp_industry,0.8
t0122,SE3_chp_industry,0.8
t0123,SE3_chp_industry,0.8
t0124,SE3_chp_industry,0.8
t0125,SE3_chp_industry,0.8
t0126,SE3_chp_industry,0.8
t0127,SE3_chp_industry,0.8
t0128,SE3_chp_industry,0.8
t0129,SE3_chp_industry,0.8
t0130,SE3_chp_industry,0.8
t0131,SE3_chp_industry,0.8
t0132,SE3_chp_industry,0.8
t0133,SE3_chp_industry,0.8
t0134,SE3_chp_industry,0.8
t0135,SE3_chp_industry,0.8
t0136,SE3_chp_industry,0.8
t0137,SE3_chp_industry,0.8
t0138,SE3_chp_industry,0.8
t0139,SE3_chp_industry,0.8
t0140,SE3_chp_industry,0.8
t0141,SE3_chp_industry,0.8
t0142,SE3_chp_industry,0.8
t0143,SE3_chp_industry,0.8
t0144,SE3_chp_industry,0.8
t0145,SE3_chp_industry,0.8
t0146,SE3_chp_industry,0.8
t0147,SE3_chp_industry,0.8
t0148,SE3_chp_industry,0.8
t0149,SE3_chp_industry,0.8
t0150,SE3_chp_industry,0.8
t0151,SE3_chp_industry,0.8
t0152,SE3_chp_industry,0.8
t0153,SE3_chp_industry,0.8
t0154,SE3_chp_industry,0.8
t0155,SE3_chp_industry,0.8
t0156,SE3_chp_industry,0.8
t0157,SE3_chp_industry,0.8
t0158,SE3_chp_industry,0.8
t0159,SE3_chp_industry,0.8
t0160,SE3_chp_industry,0.8
t0161,SE3_chp_industry,0.8
t0162,SE3_chp_industry,0.8
t0163,SE3_chp_industry,0.8
t0164,SE3_chp_industry,0.8
t0165,SE3_chp_industry,0.8
t0166,SE3_chp_industry,0.8
t0167,SE3_chp_industry,0.8
t0168,SE3_chp_industry,0.8
t0001,SE3_gasturbine,0.0003
t0002,SE3_gasturbine,0.0002
t0003,SE3_gasturbine,0.0002
t0004,SE3_gasturbine,0.0002
t0005,SE3_gasturbine,0.0003
t0006,SE3_gasturbine,0.0003
t0007,SE3_gasturbine,0.0003
t0008,SE3_gasturbine,0.0003
t0009,SE3_gasturbine,0.0004
t0010,SE3_gasturbine,0.0006
t0011,SE3_gasturbine,0.0003
t0012,SE3_gasturbine,0.0004
t0013,SE3_gasturbine,0.0003
t0014,SE3_gasturbine,0.0007
t0015,SE3_gasturbine,0.0006
t0016,SE3_gasturbine,0.0003
t0017,SE3_gasturbine,0.0003
t0018,SE3_gasturbine,0.0007
t0019,SE3_gasturbine,0.0003
t0020,SE3_gasturbine,0.0004
t0021,SE3_gasturbine,0.0008
t0022,SE3_gasturbine,0.0006
t0023,SE3_gasturbine,0.0004
t0024,SE3_gasturbine,0.0004
t0025,SE3_gasturbine,0.0003
t0026,SE3_gasturbine,0.0003
t0027,SE3_gasturbine,0.0003
t0028,SE3_gasturbine,0.0003
t0029,SE3_gasturbine,0.0003
t0030,SE3_gasturbine,0.0003
t0031,SE3_gasturbine,0.0004
t0032,SE3_gasturbine,0.0004
t0033,SE3_gasturbine,0.0004
t0034,SE3_gasturbine,0.0004
t0035,SE3_gasturbine,0.0003
t0036,SE3_gasturbine,0.0004
t0037,SE3_gasturbine,0.0003
t0038,SE3_gasturbine,0.0006
t0039,SE3_gasturbine,0.0006
t0040,SE3_gasturbine,0.0003
t0041,SE3_gasturbine,0.0003
t0042,SE3_gasturbine,0.0007
t0043,SE3_gasturbine,0.0003
t0044,SE3_gasturbine,0.0004
t0045,SE3_gasturbine,0.0007
t0046,SE3_gasturbine,0.0004
t0047,SE3_gasturbine,0.0004
t0048,SE3_gasturbine,0.0003
t0049,SE3_gasturbine,0.0003
t0050,SE3_gasturbine,0.0003
t0051,SE3_gasturbine,0.0003
t0052,SE3_gasturbine,0.0003
t0053,SE3_gasturbine,0.0003
t0054,SE3_gasturbine,0.0003
t0055,SE3_gasturbine,0.0004
t0056,SE3_gasturbine,0.0004
t0057,SE3_gasturbine,0.0115
t0058,SE3_gasturbine,0.0003
t0059,SE3_gasturbine,0.0003
t0060,SE3_gasturbine,0.0004
t0061,SE3_gasturbine,0.0003
t0062,SE3_gasturbine,0.0006
t0063,SE3_gasturbine,0.0004
t0064,SE3_gasturbine,0.0003
t0065,SE3_gasturbine,0.0003
t0066,SE3_gasturbine,0.0004
t0067,SE3_gasturbine,0.0003
t0068,SE3_gasturbine,0.0004
t0069,SE3_gasturbine,0.0007
t0070,SE3_gasturbine,0.0004
t0071,SE3_gasturbine,0.0004
t0072,SE3_gasturbine,0.0003
t0073,SE3_gasturbine,0.0003
t0074,SE3_gasturbine,0.0003
t0075,SE3_gasturbine,0.0003
t0076,SE3_gasturbine,0.0003
t0077,SE3_gasturbine,0.0003
t0078,SE3_gasturbine,0.0003
t0079,SE3_gasturbine,0.0004
t0080,SE3_gasturbine,0.0004
t0081,SE3_gasturbine,0.0004
t0082,SE3_gasturbine,0.0003
t0083,SE3_gasturbine,0.0003
t0084,SE3_gasturbine,0.0004
t0085,SE3_gasturbine,0.0003
t0086,SE3_gasturbine,0.0006
t0087,SE3_gasturbine,0.0004
t0088,SE3_gasturbine,0.0003
t0089,SE3_gasturbine,0.0003
t0090,SE3_gasturbine,0.0004
t0091,SE3_gasturbine,0.0004
t0092,SE3_gasturbine,0.0004
t0093,SE3_gasturbine,0.0007
t0094,SE3_gasturbine,0.0004
t0095,SE3_gasturbine,0.0004
t0096,SE3_gasturbine,0.0004
t0097,SE3_gasturbine,0.0004
t0098,SE3_gasturbine,0.0004
t0099,SE3_gasturbine,0.0003
t0100,SE3_gasturbine,0.0003
t0101,SE3_gasturbine,0.0004
t0102,SE3_gasturbine,0.0006
t0103,SE3_gasturbine,0.0006
t0104,SE3_gasturbine,0.0004
t0105,SE3_gasturbine,0.0004
t0106,SE3_gasturbine,0.0004
t0107,SE3_gasturbine,0.0006
t0108,SE3_gasturbine,0.0004
t0109,SE3_gasturbine,0.0003
t0110,SE3_gasturbine,0.0006
t0111,SE3_gasturbine,0.0006
t0112,SE3_gasturbine,0.0003
t0113,SE3_gasturbine,0.0004
t0114,SE3_gasturbine,0.0004
t0115,SE3_gasturbine,0.0004
t0116,SE3_gasturbine,0.0006
t0117,SE3_gasturbine,0.0007
t0118,SE3_gasturbine,0.0004
t0119,SE3_gasturbine,0.0004
t0120,SE3_gasturbine,0.0004
t0121,SE3_gasturbine,0.0004
t0122,SE3_gasturbine,0.0004
t0123,SE3_gasturbine,0.0004
t0124,SE3_gasturbine,0.0004
t0125,SE3_gasturbine,0.0004
t0126,SE3_gasturbine,0.0006
t0127,SE3_gasturbine,0.0006
t0128,SE3_gasturbine,0.0006
t0129,SE3_gasturbine,0.0006
t0130,SE3_gasturbine,0.0004
t0131,SE3_gasturbine,0.0006
t0132,SE3_gasturbine,0.0006
t0133,SE3_gasturbine,0.0004
t0134,SE3_gasturbine,0.0004
t0135,SE3_gasturbine,0.0004
t0136,SE3_gasturbine,0.0003
t0137,SE3_gasturbine,0.0004
t0138,SE3_gasturbine,0.0004
t0139,SE3_gasturbine,0.0006
t0140,SE3_gasturbine,0.0004
t0141,SE3_gasturbine,0.0006
t0142,SE3_gasturbine,0.0004
t0143,SE3_gasturbine,0.0004
t0144,SE3_gasturbine,0.0004
t0145,SE3_gasturbine,0.0004
t0146,SE3_gasturbine,0.0004
t0147,SE3_gasturbine,0.0004
t0148,SE3_gasturbine,0.0004
t0149,SE3_gasturbine,0.0006
t0150,SE3_gasturbine,0.0006
t0151,SE3_gasturbine,0.0006
t0152,SE3_gasturbine,0.0004
t0153,SE3_gasturbine,0.0006
t0154,SE3_gasturbine,0.0004
t0155,SE3_gasturbine,0.0007
t0156,SE3_gasturbine,0.0006
t0157,SE3_gasturbine,0.0004
t0158,SE3_gasturbine,0.0004
t0159,SE3_gasturbine,0.0004
t0160,SE3_gasturbine,0.0004
t0161,SE3_gasturbine,0.0004
t0162,SE3_gasturbine,0.0004
t0163,SE3_gasturbine,0.0006
t0164,SE3_gasturbine,0.0006
t0165,SE3_gasturbine,0.0006
t0166,SE3_gasturbine,0.0004
t0167,SE3_gasturbine,0.0004
t0168,SE3_gasturbine,0.0006
t0001,SE3_solar,0.0001
t0002,SE3_solar,0.0001
t0003,SE3_solar,0.0001
t0004,SE3_solar,0.0001
t0005,SE3_solar,0.0001
t0006,SE3_solar,0.0002
t0007,SE3_solar,0.0001
t0008,SE3_solar,0.0002
t0009,SE3_solar,0.0009
t0010,SE3_solar,0.0031
t0011,SE3_solar,0.0044
t0012,SE3_solar,0.0037
t0013,SE3_solar,0.0026
t0014,SE3_solar,0.0005
t0015,SE3_solar,0.0001
t0016,SE3_solar,0.0001
t0017,SE3_solar,0.0001
t0018,SE3_solar,0.0001
t0019,SE3_solar,0.0001
t0020,SE3_solar,0.0001
t0021,SE3_solar,0.0001
t0022,SE3_solar,0.0001
t0023,SE3_solar,0.0001
t0024,SE3_solar,0.0001
t0025,SE3_solar,0.0001
t0026,SE3_solar,0.0001
t0027,SE3_solar,0.0001
t0028,SE3_solar,0.0001
t0029,SE3_solar,0.0001
t0030,SE3_solar,0.0001
t0031,SE3_solar,0.0001
t0032,SE3_solar,0.0001
t0033,SE3_solar,0.0029
t0034,SE3_solar,0.0168
t0035,SE3_solar,0.0324
t0036,SE3_solar,0.034
t0037,SE3_solar,0.0203
t0038,SE3_solar,0.0059
t0039,SE3_solar,0.0003
t0040,SE3_solar,0.0001
t0041,SE3_solar,0.0001
t0042,SE3_solar,0.0001
t0043,SE3_solar,0.0001
t0044,SE3_solar,0.0001
t0045,SE3_solar,0.0001
t0046,SE3_solar,0.0001
t0047,SE3_solar,0.0001
t0048,SE3_solar,0.0001
t0049,SE3_solar,0.0001
t0050,SE3_solar,0.0001
t0051,SE3_solar,0.0001
t0052,SE3_solar,0.0001
t0053,SE3_solar,0.0001
t0054,SE3_solar,0.0001
t0055,SE3_solar,0.0001
t0056,SE3_solar,0.0002
t0057,SE3_solar,0.0067
t0058,SE3_solar,0.0253
t0059,SE3_solar,0.0387
t0060,SE3_solar,0.0369
t0061,SE3_solar,0.0224
t0062,SE3_solar,0.0056
t0063,SE3_solar,0.0003
t0064,SE3_solar,0.0001
t0065,SE3_solar,0.0001
t0066,SE3_solar,0.0001
t0067,SE3_solar,0.0001
t0068,SE3_solar,0.0001
t0069,SE3_solar,0.0001
t0070,SE3_solar,0.0001
t0071,SE3_solar,0.0001
t0072,SE3_solar,0.0001
t0073,SE3_solar,0.0001
t0074,SE3_solar,0.0001
t0075,SE3_solar,0.0001
t0076,SE3_solar,0.0001
t0077,SE3_solar,0.0001
t0078,SE3_solar,0.0001
t0079,SE3_solar,0.0001
t0080,SE3_solar,0.0005
t0081,SE3_solar,0.0047
t0082,SE3_solar,0.015
t0083,SE3_solar,0.0212
t0084,SE3_solar,0.0192
t0085,SE3_solar,0.0121
t0086,SE3_solar,0.0026
t0087,SE3_solar,0.0003
t0088,SE3_solar,0.0001
t0089,SE3_solar,0.0001
t0090,SE3_solar,0.0001
t0091,SE3_solar,0.0001
t0092,SE3_solar,0.0001
t0093,SE3_solar,0.0001
t0094,SE3_solar,0.0001
t0095,SE3_solar,0.0001
t0096,SE3_solar,0.0001
t0097,SE3_solar,0.0001
t0098,SE3_solar,0.0001
t0099,SE3_solar,0.0001
t0100,SE3_solar,0.0001
t0101,SE3_solar,0.0001
t0102,SE3_solar,0.0001
t0103,SE3_solar,0.0001
t0104,SE3_solar,0.0001
t0105,SE3_solar,0.001
t0106,SE3_solar,0.0059
t0107,SE3_solar,0.0097
t0108,SE3_solar,0.0078
t0109,SE3_solar,0.0048
t0110,SE3_solar,0.0008
t0111,SE3_solar,0.0002
t0112,SE3_solar,0.0001
t0113,SE3_solar,0.0001
t0114,SE3_solar,0.0001
t0115,SE3_solar,0.0001
t0116,SE3_solar,0.0001
t0117,SE3_solar,0.0001
t0118,SE3_solar,0.0001
t0119,SE3_solar,0.0001
t0120,SE3_solar,0.0001
t0121,SE3_solar,0.0001
t0122,SE3_solar,0.0001
t0123,SE3_solar,0.0001
t0124,SE3_solar,0.0001
t0125,SE3_solar,0.0001
t0126,SE3_solar,0.0004
t0127,SE3_solar,0.0004
t0128,SE3_solar,0.0005
t0129,SE3_solar,0.001
t0130,SE3_solar,0.0038
t0131,SE3_solar,0.0057
t0132,SE3_solar,0.0053
t0133,SE3_solar,0.0042
t0134,SE3_solar,0.0019
t0135,SE3_solar,0.0008
t0136,SE3_solar,0.0005
t0137,SE3_solar,0.0005
t0138,SE3_solar,0.0001
t0139,SE3_solar,0.0001
t0140,SE3_solar,0.0001
t0141,SE3_solar,0.0001
t0142,SE3_solar,0.0001
t0143,SE3_solar,0.0001
t0144,SE3_solar,0.0001
t0145,SE3_solar,0.0001
t0146,SE3_solar,0.0001
t0147,SE3_solar,0.0001
t0148,SE3_solar,0.0001
t0149,SE3_solar,0.0001
t0150,SE3_solar,0.0001
t0151,SE3_solar,0.0001
t0152,SE3_solar,0.0002
t0153,SE3_solar,0.0008
t0154,SE3_solar,0.0056
t0155,SE3_solar,0.0093
t0156,SE3_solar,0.0085
t0157,SE3_solar,0.0056
t0158,SE3_solar,0.0007
t0159,SE3_solar,0.0002
t0160,SE3_solar,0.0002
t0161,SE3_solar,0.0002
t0162,SE3_solar,0.0002
t0163,SE3_solar,0.0002
t0164,SE3_solar,0.0002
t0165,SE3_solar,0.0002
t0166,SE3_solar,0.0002
t0167,SE3_solar,0.0002
t0168,SE3_solar,0.0001
t0001,SE4_hydro,0.2558
t0002,SE4_hydro,0.2555
t0003,SE4_hydro,0.2546
t0004,SE4_hydro,0.2551
t0005,SE4_hydro,0.2567
t0006,SE4_hydro,0.3637
t0007,SE4_hydro,0.3957
t0008,SE4_hydro,0.3977
t0009,SE4_hydro,0.3982
t0010,SE4_hydro,0.3959
t0011,SE4_hydro,0.4013
t0012,SE4_hydro,0.392
t0013,SE4_hydro,0.3825
t0014,SE4_hydro,0.3944
t0015,SE4_hydro,0.4017
t0016,SE4_hydro,0.4244
t0017,SE4_hydro,0.4258
t0018,SE4_hydro,0.4252
t0019,SE4_hydro,0.4037
t0020,SE4_hydro,0.4002
t0021,SE4_hydro,0.3991
t0022,SE4_hydro,0.252
t0023,SE4_hydro,0.2339
t0024,SE4_hydro,0.233
t0025,SE4_hydro,0.2325
t0026,SE4_hydro,0.2329
t0027,SE4_hydro,0.2332
t0028,SE4_hydro,0.2333
t0029,SE4_hydro,0.2572
t0030,SE4_hydro,0.3292
t0031,SE4_hydro,0.4737
t0032,SE4_hydro,0.5437
t0033,SE4_hydro,0.5471
t0034,SE4_hydro,0.5461
t0035,SE4_hydro,0.5224
t0036,SE4_hydro,0.5284
t0037,SE4_hydro,0.5286
t0038,SE4_hydro,0.529
t0039,SE4_hydro,0.528
t0040,SE4_hydro,0.5436
t0041,SE4_hydro,0.5517
t0042,SE4_hydro,0.5523
t0043,SE4_hydro,0.5458
t0044,SE4_hydro,0.4832
t0045,SE4_hydro,0.3931
t0046,SE4_hydro,0.3214
t0047,SE4_hydro,0.2615
t0048,SE4_hydro,0.2436
t0049,SE4_hydro,0.2514
t0050,SE4_hydro,0.2521
t0051,SE4_hydro,0.2521
t0052,SE4_hydro,0.2524
t0053,SE4_hydro,0.3963
t0054,SE4_hydro,0.5268
t0055,SE4_hydro,0.5607
t0056,SE4_hydro,0.562
t0057,SE4_hydro,0.5626
t0058,SE4_hydro,0.5642
t0059,SE4_hydro,0.5509
t0060,SE4_hydro,0.5519
t0061,SE4_hydro,0.5516
t0062,SE4_hydro,0.5511
t0063,SE4_hydro,0.56
t0064,SE4_hydro,0.5635
t0065,SE4_hydro,0.5641
t0066,SE4_hydro,0.5642
t0067,SE4_hydro,0.5472
t0068,SE4_hydro,0.5403
t0069,SE4_hydro,0.5091
t0070,SE4_hydro,0.3935
t0071,SE4_hydro,0.3139
t0072,SE4_hydro,0.2816
t0073,SE4_hydro,0.2745
t0074,SE4_hydro,0.2747
t0075,SE4_hydro,0.2804
t0076,SE4_hydro,0.2933
t0077,SE4_hydro,0.4023
t0078,SE4_hydro,0.5604
t0079,SE4_hydro,0.5786
t0080,SE4_hydro,0.579
t0081,SE4_hydro,0.5799
t0082,SE4_hydro,0.5731
t0083,SE4_hydro,0.5766
t0084,SE4_hydro,0.5496
t0085,SE4_hydro,0.5421
t0086,SE4_hydro,0.5718
t0087,SE4_hydro,0.5602
t0088,SE4_hydro,0.5627
t0089,SE4_hydro,0.5578
t0090,SE4_hydro,0.5577
t0091,SE4_hydro,0.545
t0092,SE4_hydro,0.4992
t0093,SE4_hydro,0.4595
t0094,SE4_hydro,0.3831
t0095,SE4_hydro,0.3261
t0096,SE4_hydro,0.3134
t0097,SE4_hydro,0.2638
t0098,SE4_hydro,0.2513
t0099,SE4_hydro,0.2573
t0100,SE4_hydro,0.2581
t0101,SE4_hydro,0.2837
t0102,SE4_hydro,0.4217
